"","Item","RT","Response","Participant","Condition"
"6205",52,1272.66242900077,1,27,"Control"
"6206",4,1256.58201963961,1,27,"Control"
"6207",15,996.444078296918,1,27,"Control"
"6208",27,1540.81437999048,1,27,"Control"
"6209",38,745.397469429008,1,27,"Control"
"6210",34,920.804515066266,1,27,"Control"
"6211",5,965.476851099083,1,27,"Foot"
"6212",53,780.888570763636,1,27,"Foot"
"6213",43,1568.68715811288,1,27,"Foot"
"6214",58,1464.83429930231,1,27,"Foot"
"6215",74,1864.73286130422,1,27,"Foot"
"6216",70,1237.00682523122,1,27,"Foot"
"6218",51,825.036509791971,1,27,"Foot"
"6219",27,1812.86602034743,1,27,"Foot"
"6220",78,893.0055973251,1,27,"Foot"
"6221",45,932.640949242341,1,27,"Foot"
"6222",69,884.64573197416,1,27,"Foot"
"6223",35,1365.13780214227,1,27,"Foot"
"6224",2,1000.84851689098,1,27,"Foot"
"6225",29,1024.91767316315,1,27,"Foot"
"6226",56,2128.82108062695,1,27,"Foot"
"6229",66,812.593848440883,1,27,"Foot"
"6230",86,948.844210623065,1,27,"Foot"
"6231",75,2820.63677617043,1,27,"Foot"
"6232",28,2688.59627546408,1,27,"Foot"
"6233",90,2124.74967089656,1,27,"Foot"
"6234",30,2021.06307388749,1,27,"Foot"
"6235",19,1112.83029163678,1,27,"Foot"
"6236",65,1056.86762934056,1,27,"Foot"
"6237",17,669.043425248674,1,27,"Foot"
"6238",36,1280.69707588293,1,27,"Foot"
"6239",41,888.929808726971,1,27,"Foot"
"6240",39,1024.81193964195,1,27,"Foot"
"6242",33,1452.70091384009,1,27,"Foot"
"6243",26,2296.91746994649,1,27,"Foot"
"6244",83,924.687735547195,1,27,"Foot"
"6245",67,2172.73607027164,1,27,"Foot"
"6246",7,1165.18403249574,1,27,"Foot"
"6247",24,892.994617064687,1,27,"Foot"
"6248",21,700.880628475716,1,27,"Foot"
"6249",40,4268.57492674753,1,27,"Foot"
"6250",34,2240.95097312966,1,27,"Foot"
"6251",44,1041.13729817618,1,27,"Foot"
"6252",18,1544.7259879511,1,27,"Foot"
"6253",60,1656.73559079733,1,27,"Foot"
"6254",76,817.289996302861,1,27,"Foot"
"6255",54,904.937455423351,1,27,"Foot"
"6256",11,697.033804357488,1,27,"Foot"
"6257",73,1252.65272777324,1,27,"Foot"
"6259",32,828.706777541811,1,27,"Foot"
"6260",10,601.01305756325,1,27,"Foot"
"6262",59,1984.76393230521,1,27,"Foot"
"6263",16,1328.94642111205,1,27,"Foot"
"6264",1,2456.86332565674,1,27,"Foot"
"6265",31,717.095862586575,1,27,"Foot"
"6266",9,2316.77511664748,1,27,"Foot"
"6267",38,1392.69924426844,1,27,"Foot"
"6269",4,1824.84577536525,1,27,"Foot"
"6270",37,1456.73828806321,1,27,"Foot"
"6271",55,869.690322830138,1,27,"Foot"
"6272",6,929.044758413511,1,27,"Foot"
"6273",89,2072.59198681641,1,27,"Foot"
"6274",81,1676.65066808695,1,27,"Foot"
"6275",64,1744.62498861612,1,27,"Foot"
"6276",13,1388.85272390689,1,27,"Foot"
"6277",20,924.958840663749,1,27,"Foot"
"6278",79,2140.85327684734,1,27,"Foot"
"6279",63,2088.87555659749,1,27,"Foot"
"6280",72,977.149248992646,1,27,"Foot"
"6281",14,1000.43276162978,1,27,"Foot"
"6282",12,1461.02315878306,1,27,"Foot"
"6283",62,2576.83070151325,1,27,"Foot"
"6284",23,645.110588433454,1,27,"Foot"
"6285",87,1216.73146841931,1,27,"Foot"
"6286",61,864.809393180622,1,27,"Foot"
"6287",22,1008.80026895175,1,27,"Foot"
"6288",8,2644.59247832565,1,27,"Foot"
"6289",68,981.032376243093,1,27,"Foot"
"6290",85,1424.81010594929,1,27,"Foot"
"6291",88,884.873499489913,1,27,"Foot"
"6292",25,1776.79046589765,1,27,"Foot"
"6293",57,2800.51520618144,1,27,"Foot"
"6294",52,825.071002433106,1,27,"Foot"
"6295",15,1220.89230518031,1,27,"Foot"
"6296",71,864.660872422974,1,27,"Foot"
"6297",50,600.784775771899,1,27,"Foot"
"6298",77,1908.67849403003,1,27,"Foot"
"6299",80,2664.6888728028,1,27,"Foot"
"6300",84,1008.94943631647,1,27,"Foot"
"6301",7,3761.44251441292,1,27,"Finger"
"6302",84,1868.57401634188,1,27,"Finger"
"6303",27,1828.94075160948,1,27,"Finger"
"6304",58,1192.77884246912,1,27,"Finger"
"6305",88,2296.90675434176,1,27,"Finger"
"6306",30,1773.19957723375,1,27,"Finger"
"6307",4,4716.35732447248,1,27,"Finger"
"6308",8,2116.63739527648,1,27,"Finger"
"6309",90,1941.04398893251,1,27,"Finger"
"6310",28,1048.95227665111,1,27,"Finger"
"6311",17,704.790880070504,1,27,"Finger"
"6312",32,672.975468947698,1,27,"Finger"
"6313",61,2676.65418897377,1,27,"Finger"
"6314",15,1113.13403679378,1,27,"Finger"
"6315",70,824.780381859455,1,27,"Finger"
"6316",65,2341.06402253019,1,27,"Finger"
"6317",76,832.958105984289,1,27,"Finger"
"6318",63,1844.50422248483,1,27,"Finger"
"6319",66,1720.52390807585,1,27,"Finger"
"6320",83,1016.88342928537,1,27,"Finger"
"6321",85,1448.83082997694,1,27,"Finger"
"6322",57,1480.9754895723,1,27,"Finger"
"6323",45,989.075016968854,1,27,"Finger"
"6324",69,2376.75125883834,1,27,"Finger"
"6325",78,876.907555186335,1,27,"Finger"
"6326",75,2568.65976223708,1,27,"Finger"
"6327",52,1216.89392276676,1,27,"Finger"
"6328",13,1189.46744073037,1,27,"Finger"
"6330",77,996.860305727751,1,27,"Finger"
"6331",73,1208.92352741794,1,27,"Finger"
"6332",82,2644.71532433163,1,27,"Finger"
"6333",37,1868.88912371069,1,27,"Finger"
"6334",12,1520.6140835362,1,27,"Finger"
"6335",72,1041.04279453895,1,27,"Finger"
"6336",25,756.63741461176,1,27,"Finger"
"6337",33,924.774771647208,1,27,"Finger"
"6338",56,1992.73679077305,1,27,"Finger"
"6339",62,825.170910491579,1,27,"Finger"
"6340",21,1876.74468795376,1,27,"Finger"
"6341",36,928.968098080077,1,27,"Finger"
"6342",19,965.257257877965,1,27,"Finger"
"6343",50,1204.83902016713,1,27,"Finger"
"6344",10,1620.87938295372,1,27,"Finger"
"6345",34,1264.84150777105,1,27,"Finger"
"6346",81,2676.6323126576,1,27,"Finger"
"6347",9,3400.60955472291,1,27,"Finger"
"6349",54,1952.62417487902,1,27,"Finger"
"6350",6,2381.27859757515,1,27,"Finger"
"6351",5,1001.09954114669,1,27,"Finger"
"6352",41,1068.90886300607,1,27,"Finger"
"6353",89,1448.81746178362,1,27,"Finger"
"6354",29,2264.85264356234,1,27,"Finger"
"6355",38,1036.84329678435,1,27,"Finger"
"6356",42,1496.78098335789,1,27,"Finger"
"6357",67,2288.73200159796,1,27,"Finger"
"6358",86,908.586589703191,1,27,"Finger"
"6359",71,1784.77222947913,1,27,"Finger"
"6360",64,1608.83294035739,1,27,"Finger"
"6361",43,2161.46485044374,1,27,"Finger"
"6362",53,1184.827379122,1,27,"Finger"
"6363",35,2996.64066568221,1,27,"Finger"
"6364",3,1780.60990702579,1,27,"Finger"
"6366",44,1072.67162540666,1,27,"Finger"
"6368",59,1112.89922579454,1,27,"Finger"
"6369",79,840.863143061142,1,27,"Finger"
"6370",87,1228.98478565185,1,27,"Finger"
"6371",74,1704.68318482381,1,27,"Finger"
"6373",55,2280.57609965981,1,27,"Finger"
"6375",24,2352.85159438718,1,27,"Finger"
"6376",2,1508.90790877747,1,27,"Finger"
"6377",18,3352.51271213565,1,27,"Finger"
"6378",14,1116.90277202433,1,27,"Finger"
"6379",1,1596.80210952138,1,27,"Finger"
"6380",23,824.684260205686,1,27,"Finger"
"6381",68,1304.68140654921,1,27,"Finger"
"6382",11,1136.57515875093,1,27,"Finger"
"6383",60,789.12147288429,1,27,"Finger"
"6384",22,1613.14273696553,1,27,"Finger"
"6385",20,732.893115906336,1,27,"Finger"
"6386",31,600.864515752619,1,27,"Finger"
"6387",16,840.876827038301,1,27,"Finger"
"6388",80,2144.67916297872,1,27,"Finger"
"6389",39,1344.63148689247,1,27,"Finger"
"6390",51,984.853808313346,1,27,"Finger"
"6391",61,1657.56283371957,1,27,"Mouth"
"6392",41,836.992328382621,1,27,"Mouth"
"6393",82,1872.76265714172,1,27,"Mouth"
"6394",25,2332.70126700154,1,27,"Mouth"
"6395",89,1684.84084011288,1,27,"Mouth"
"6397",57,1481.09765288609,1,27,"Mouth"
"6398",81,1677.11320750823,1,27,"Mouth"
"6399",63,1696.74627460699,1,27,"Mouth"
"6400",21,656.636600873753,1,27,"Mouth"
"6401",8,1484.84382910829,1,27,"Mouth"
"6402",33,1856.90848449667,1,27,"Mouth"
"6403",56,3856.62034637426,1,27,"Mouth"
"6404",68,681.031318472378,1,27,"Mouth"
"6405",32,1029.05939446646,1,27,"Mouth"
"6406",53,1244.86669015096,1,27,"Mouth"
"6407",37,1180.86732086158,1,27,"Mouth"
"6408",60,841.667026990763,1,27,"Mouth"
"6409",38,892.87557850912,1,27,"Mouth"
"6411",13,812.857203312888,1,27,"Mouth"
"6412",87,2320.79513477584,1,27,"Mouth"
"6413",55,1348.92493491134,1,27,"Mouth"
"6414",50,2945.29937659536,1,27,"Mouth"
"6415",70,1004.92620921432,1,27,"Mouth"
"6416",67,1756.84821012692,1,27,"Mouth"
"6417",22,4960.75444159942,1,27,"Mouth"
"6418",7,1880.69985607217,1,27,"Mouth"
"6419",5,677.077452590311,1,27,"Mouth"
"6421",84,688.854657706543,1,27,"Mouth"
"6423",19,781.425355526153,1,27,"Mouth"
"6425",17,677.021267089003,1,27,"Mouth"
"6426",69,2125.12410055206,1,27,"Mouth"
"6427",54,1948.73278611703,1,27,"Mouth"
"6428",28,1204.54877853626,1,27,"Mouth"
"6429",26,1808.84948486346,1,27,"Mouth"
"6430",66,848.815598870715,1,27,"Mouth"
"6431",34,860.731649721856,1,27,"Mouth"
"6432",59,992.903101556294,1,27,"Mouth"
"6433",31,1021.0743527532,1,27,"Mouth"
"6434",44,1292.88332961005,1,27,"Mouth"
"6435",43,868.833137559704,1,27,"Mouth"
"6436",39,1872.70819792684,1,27,"Mouth"
"6437",45,3052.38480842308,1,27,"Mouth"
"6438",16,1076.92178694924,1,27,"Mouth"
"6440",74,1992.71708284505,1,27,"Mouth"
"6441",78,776.822105315659,1,27,"Mouth"
"6442",42,2332.59566280321,1,27,"Mouth"
"6444",11,853.000835217244,1,27,"Mouth"
"6446",80,1704.89837209971,1,27,"Mouth"
"6447",36,817.062303980492,1,27,"Mouth"
"6448",24,3313.19424499816,1,27,"Mouth"
"6449",86,740.658116294071,1,27,"Mouth"
"6450",65,1420.73134897873,1,27,"Mouth"
"6451",15,1468.70087946809,1,27,"Mouth"
"6452",6,1624.85148612177,1,27,"Mouth"
"6453",29,2724.70787741622,1,27,"Mouth"
"6454",30,992.812318156211,1,27,"Mouth"
"6455",12,773.138809214288,1,27,"Mouth"
"6456",10,653.04651821134,1,27,"Mouth"
"6457",76,796.822811211314,1,27,"Mouth"
"6458",77,1441.02959261727,1,27,"Mouth"
"6459",40,900.838939396635,1,27,"Mouth"
"6460",3,2532.90129707602,1,27,"Mouth"
"6461",2,832.964093850023,1,27,"Mouth"
"6462",75,1496.79999656291,1,27,"Mouth"
"6463",20,744.840179759194,1,27,"Mouth"
"6464",73,757.208376227936,1,27,"Mouth"
"6465",83,720.804830420093,1,27,"Mouth"
"6466",90,1328.66132225536,1,27,"Mouth"
"6467",58,2752.70522482606,1,27,"Mouth"
"6468",1,1328.82463072747,1,27,"Mouth"
"6470",62,957.041290803318,1,27,"Mouth"
"6471",72,1612.77461697682,1,27,"Mouth"
"6472",71,841.012662294816,1,27,"Mouth"
"6473",35,852.844852935959,1,27,"Mouth"
"6474",18,1724.84209250979,1,27,"Mouth"
"6475",51,1036.93752373874,1,27,"Mouth"
"6476",64,812.617387888167,1,27,"Mouth"
"6477",14,1948.69121089141,1,27,"Mouth"
"6478",79,1616.90349338824,1,27,"Mouth"
"6479",85,3324.73998942805,1,27,"Mouth"
"6480",52,2656.70149728976,1,27,"Mouth"
"6481",43,1817.33014813653,1,28,"Control"
"6482",70,1224.66404788065,1,28,"Control"
"6483",22,816.799057374737,1,28,"Control"
"6484",18,4180.55582288434,1,28,"Control"
"6485",58,1348.48142072588,1,28,"Control"
"6487",89,1460.31874983964,1,28,"Control"
"6488",8,1012.5664297957,1,28,"Control"
"6489",59,2464.64603100321,1,28,"Control"
"6490",24,920.583451199491,1,28,"Control"
"6491",83,1476.52066989394,1,28,"Control"
"6492",52,964.555715047027,1,28,"Control"
"6493",25,980.35086614982,1,28,"Control"
"6495",68,812.861073925887,1,28,"Control"
"6496",55,1040.73478780265,1,28,"Control"
"6497",42,2272.71032506542,1,28,"Control"
"6498",29,1612.59331182373,1,28,"Control"
"6499",76,3036.54397088758,1,28,"Control"
"6500",78,1672.82295642508,1,28,"Control"
"6501",41,1052.30515136282,1,28,"Control"
"6502",13,948.691485431482,1,28,"Control"
"6503",40,4288.25681405942,1,28,"Control"
"6504",56,1684.51314048434,1,28,"Control"
"6505",50,1656.80292197067,1,28,"Control"
"6506",36,1904.43108432009,1,28,"Control"
"6507",17,1188.8968400126,1,28,"Control"
"6508",63,1032.72147589087,1,28,"Control"
"6509",2,660.732750027819,1,28,"Control"
"6510",12,3812.4374906547,1,28,"Control"
"6511",74,4768.55751308176,1,28,"Control"
"6514",79,1408.49637127758,1,28,"Control"
"6516",53,1036.72725065917,1,28,"Control"
"6517",38,2564.24785610579,1,28,"Control"
"6519",86,1388.70083177972,1,28,"Control"
"6520",15,924.261595504504,1,28,"Control"
"6521",6,1907.7637398259,1,28,"Control"
"6522",7,932.780306247878,1,28,"Control"
"6523",72,2012.88411670612,1,28,"Control"
"6524",3,1348.61759883643,1,28,"Control"
"6525",75,3540.15034457188,1,28,"Control"
"6526",37,1052.57137235094,1,28,"Control"
"6527",80,928.844659596507,1,28,"Control"
"6529",44,792.518166388618,1,28,"Control"
"6530",54,1471.9323607751,1,28,"Control"
"6531",66,1420.94170325799,1,28,"Control"
"6532",65,1240.74636096339,1,28,"Control"
"6534",87,1436.70993452542,1,28,"Control"
"6535",16,1212.70483385888,1,28,"Control"
"6536",39,636.610045799898,1,28,"Control"
"6537",69,2891.94619727277,1,28,"Control"
"6538",90,1996.73852952037,1,28,"Control"
"6539",26,4188.44113098021,1,28,"Control"
"6540",51,3504.42015862063,1,28,"Control"
"6542",85,2048.9187635867,1,28,"Control"
"6543",5,776.485356211197,1,28,"Control"
"6544",88,1500.65657690357,1,28,"Control"
"6545",28,3400.449719873,1,28,"Control"
"6546",11,1012.81804652172,1,28,"Control"
"6547",81,1976.04768811652,1,28,"Control"
"6549",73,1052.93200675442,1,28,"Control"
"6550",21,940.771119294368,1,28,"Control"
"6551",23,673.151096005313,1,28,"Control"
"6552",30,1052.63175928121,1,28,"Control"
"6553",19,1012.35601837107,1,28,"Control"
"6554",35,1428.55829115433,1,28,"Control"
"6555",32,916.521412735165,1,28,"Control"
"6556",34,984.785869630286,1,28,"Control"
"6557",62,1828.71231042373,1,28,"Control"
"6558",9,1808.75415116316,1,28,"Control"
"6559",1,1296.66314434871,1,28,"Control"
"6560",60,1168.52460065274,1,28,"Control"
"6561",45,3608.72133755038,1,28,"Control"
"6562",82,2992.81553142282,1,28,"Control"
"6563",71,1388.65801748034,1,28,"Control"
"6564",14,736.685198105988,1,28,"Control"
"6565",61,1628.85168203138,1,28,"Control"
"6566",20,1128.51121011772,1,28,"Control"
"6567",57,1504.63079732071,1,28,"Control"
"6568",33,913.002913803211,1,28,"Control"
"6569",64,3948.48652396831,1,28,"Control"
"6570",10,1152.69542606984,1,28,"Control"
"6571",40,1925.32278242288,1,28,"Foot"
"6572",33,776.895815321041,1,28,"Foot"
"6573",39,728.844863675477,1,28,"Foot"
"6574",28,1116.62860530851,1,28,"Foot"
"6575",13,676.63611882017,1,28,"Foot"
"6576",2,696.670481280307,1,28,"Foot"
"6577",25,860.379637728329,1,28,"Foot"
"6579",62,2396.22764291926,1,28,"Foot"
"6580",85,2584.24025537897,1,28,"Foot"
"6581",90,1620.62880680605,1,28,"Foot"
"6582",38,1496.66572217757,1,28,"Foot"
"6583",63,3344.76148895192,1,28,"Foot"
"6584",23,904.927584917459,1,28,"Foot"
"6585",8,1228.0867289046,1,28,"Foot"
"6587",41,700.248356632073,1,28,"Foot"
"6588",44,696.835729566374,1,28,"Foot"
"6589",86,1680.59238981732,1,28,"Foot"
"6590",22,912.613007723849,1,28,"Foot"
"6591",14,836.720278923167,1,28,"Foot"
"6592",9,2408.27674411412,1,28,"Foot"
"6593",78,1396.53179794914,1,28,"Foot"
"6594",67,1316.51856853205,1,28,"Foot"
"6595",75,2068.58312639088,1,28,"Foot"
"6596",71,1900.50427060487,1,28,"Foot"
"6597",47,1520.30454299165,1,28,"Foot"
"6598",51,3504.713100956,1,28,"Foot"
"6600",37,888.742323222687,1,28,"Foot"
"6601",72,1148.74623379364,1,28,"Foot"
"6602",76,3196.65625982816,1,28,"Foot"
"6604",11,1116.67278199093,1,28,"Foot"
"6605",73,948.630602266348,1,28,"Foot"
"6606",43,1212.71130893365,1,28,"Foot"
"6607",15,1196.82177148206,1,28,"Foot"
"6608",81,3836.13846378285,1,28,"Foot"
"6609",36,1012.77194806244,1,28,"Foot"
"6610",45,804.736203030188,1,28,"Foot"
"6611",29,924.494190003315,1,28,"Foot"
"6612",57,708.695700181124,1,28,"Foot"
"6613",55,968.858970416477,1,28,"Foot"
"6614",87,1284.59460890008,1,28,"Foot"
"6616",56,1904.6829205945,1,28,"Foot"
"6617",32,1712.71372951742,1,28,"Foot"
"6618",65,1568.43373089214,1,28,"Foot"
"6619",27,1128.63884401668,1,28,"Foot"
"6620",42,1937.04013593742,1,28,"Foot"
"6621",74,4396.44219390175,1,28,"Foot"
"6622",26,2368.79165728533,1,28,"Foot"
"6623",89,1104.94626472791,1,28,"Foot"
"6624",16,676.763638432021,1,28,"Foot"
"6625",64,880.461157274112,1,28,"Foot"
"6626",54,1533.09932460616,1,28,"Foot"
"6627",4,3652.60334430423,1,28,"Foot"
"6629",80,764.680392170703,1,28,"Foot"
"6630",20,848.709799189237,1,28,"Foot"
"6632",69,1028.46312802285,1,28,"Foot"
"6633",60,1284.52060716518,1,28,"Foot"
"6634",77,2864.33062976357,1,28,"Foot"
"6635",5,1168.6434647745,1,28,"Foot"
"6636",1,2936.46047285802,1,28,"Foot"
"6637",61,1472.78112814092,1,28,"Foot"
"6638",68,1296.43075435888,1,28,"Foot"
"6639",83,1604.68397406657,1,28,"Foot"
"6640",88,1852.56501628101,1,28,"Foot"
"6641",34,764.695261092129,1,28,"Foot"
"6642",24,1500.7516579717,1,28,"Foot"
"6643",12,2336.68159559238,1,28,"Foot"
"6644",3,1344.70308265372,1,28,"Foot"
"6645",18,1820.43062718731,1,28,"Foot"
"6646",21,932.743846722587,1,28,"Foot"
"6647",10,712.642799262539,1,28,"Foot"
"6648",6,768.454321303579,1,28,"Foot"
"6649",35,1408.86363112804,1,28,"Foot"
"6650",66,944.73604965242,1,28,"Foot"
"6651",70,1708.62932452292,1,28,"Foot"
"6652",84,1732.8285266849,1,28,"Foot"
"6653",52,1588.99442114853,1,28,"Foot"
"6654",50,1076.44467334467,1,28,"Foot"
"6655",7,928.783226067026,1,28,"Foot"
"6656",82,2424.98415924274,1,28,"Foot"
"6657",59,860.520850339526,1,28,"Foot"
"6658",17,1116.70139804482,1,28,"Foot"
"6659",30,732.811869183934,1,28,"Foot"
"6660",53,1248.83399339888,1,28,"Foot"
"6661",41,1129.32915996862,1,28,"Finger"
"6662",79,2152.95057872208,1,28,"Finger"
"6663",63,1504.57601330345,1,28,"Finger"
"6664",8,1196.52049846627,1,28,"Finger"
"6665",55,1220.61632195619,1,28,"Finger"
"6666",64,1472.61381372664,1,28,"Finger"
"6667",13,1532.6446527215,1,28,"Finger"
"6668",10,1452.55372539395,1,28,"Finger"
"6669",9,1364.48249009845,1,28,"Finger"
"6670",11,2560.50717151811,1,28,"Finger"
"6671",20,2316.65301949761,1,28,"Finger"
"6672",85,1684.41566246111,1,28,"Finger"
"6673",22,900.590817342163,1,28,"Finger"
"6675",74,1584.72158931545,1,28,"Finger"
"6676",81,3404.47825214505,1,28,"Finger"
"6677",38,1608.66746650936,1,28,"Finger"
"6678",83,3743.71785662152,1,28,"Finger"
"6680",27,2996.2602150772,1,28,"Finger"
"6681",89,2452.36214286342,1,28,"Finger"
"6682",78,1284.58887666784,1,28,"Finger"
"6683",90,1468.58962724582,1,28,"Finger"
"6684",1,840.793829967879,1,28,"Finger"
"6685",5,3204.23980468695,1,28,"Finger"
"6686",57,2340.59370279647,1,28,"Finger"
"6687",67,2912.65250608194,1,28,"Finger"
"6688",65,1028.51021292736,1,28,"Finger"
"6689",37,1244.50447382333,1,28,"Finger"
"6690",54,4700.40663017789,1,28,"Finger"
"6691",26,1744.67212163654,1,28,"Finger"
"6692",14,1008.69635193885,1,28,"Finger"
"6693",75,1540.83449693644,1,28,"Finger"
"6695",70,1764.74378270359,1,28,"Finger"
"6697",29,1160.75679129062,1,28,"Finger"
"6698",60,1157.10809610391,1,28,"Finger"
"6699",33,940.642649318761,1,28,"Finger"
"6701",30,1436.33819655224,1,28,"Finger"
"6702",52,1636.51243459026,1,28,"Finger"
"6703",88,1689.04980537263,1,28,"Finger"
"6704",82,4120.28513838595,1,28,"Finger"
"6705",58,4296.46944585329,1,28,"Finger"
"6706",86,1820.31016008114,1,28,"Finger"
"6707",7,2068.61480103544,1,28,"Finger"
"6708",50,860.755516983772,1,28,"Finger"
"6709",39,1452.80685788384,1,28,"Finger"
"6711",76,3164.20545812434,1,28,"Finger"
"6712",17,1728.83609304336,1,28,"Finger"
"6713",16,968.871616812976,1,28,"Finger"
"6714",31,1744.67571856803,1,28,"Finger"
"6715",80,4252.44441599352,1,28,"Finger"
"6716",15,976.672730863356,1,28,"Finger"
"6717",53,968.661235467152,1,28,"Finger"
"6718",23,916.38757142573,1,28,"Finger"
"6719",68,1676.76476537599,1,28,"Finger"
"6721",72,3056.3445208245,1,28,"Finger"
"6722",34,1064.50940778814,1,28,"Finger"
"6723",19,1212.55169964934,1,28,"Finger"
"6724",69,2528.829069317,1,28,"Finger"
"6725",84,1544.57076956533,1,28,"Finger"
"6727",35,792.649839313526,1,28,"Finger"
"6728",87,3252.43903950104,1,28,"Finger"
"6729",32,776.868309032579,1,28,"Finger"
"6730",43,3068.31535870515,1,28,"Finger"
"6731",12,3808.4709663417,1,28,"Finger"
"6732",77,4536.6193277041,1,28,"Finger"
"6733",51,1028.47670373012,1,28,"Finger"
"6734",2,1231.8821764602,1,28,"Finger"
"6735",71,985.219353908178,1,28,"Finger"
"6736",66,1384.61517567703,1,28,"Finger"
"6737",61,1476.88475686664,1,28,"Finger"
"6738",42,1544.69056901144,1,28,"Finger"
"6739",4,4020.36504507123,1,28,"Finger"
"6740",36,1096.79909045735,1,28,"Finger"
"6741",40,1248.34420633124,1,28,"Finger"
"6742",56,1656.5701049185,1,28,"Finger"
"6743",21,784.796885553078,1,28,"Finger"
"6744",28,2216.3810074162,1,28,"Finger"
"6747",18,4588.52326877241,1,28,"Finger"
"6748",59,2412.50742629563,1,28,"Finger"
"6750",44,3427.85305644429,1,28,"Finger"
"6751",11,1757.2747170816,1,28,"Mouth"
"6752",22,1136.03327633245,1,28,"Mouth"
"6753",77,4148.00833712798,1,28,"Mouth"
"6754",28,892.725761535985,1,28,"Mouth"
"6755",27,833.085060192388,1,28,"Mouth"
"6756",79,2476.5463257354,1,28,"Mouth"
"6757",69,2896.41321523959,1,28,"Mouth"
"6758",36,2192.71767273676,1,28,"Mouth"
"6759",75,2032.74734827573,1,28,"Mouth"
"6760",78,2968.48910738117,1,28,"Mouth"
"6761",33,1504.72987531975,1,28,"Mouth"
"6762",20,1344.5958093107,1,28,"Mouth"
"6764",7,3296.00322013721,1,28,"Mouth"
"6766",72,4372.22629428652,1,28,"Mouth"
"6767",71,1688.51709272349,1,28,"Mouth"
"6768",50,852.399792915094,1,28,"Mouth"
"6769",65,1292.76382790704,1,28,"Mouth"
"6771",68,1269.0324943942,1,28,"Mouth"
"6772",86,1825.38539015513,1,28,"Mouth"
"6773",9,3820.32456413071,1,28,"Mouth"
"6774",39,2312.50993280628,1,28,"Mouth"
"6775",45,1044.572721843,1,28,"Mouth"
"6776",85,2040.65119740335,1,28,"Mouth"
"6777",2,1024.48958728928,1,28,"Mouth"
"6778",32,1104.30673887458,1,28,"Mouth"
"6779",6,2284.55275913802,1,28,"Mouth"
"6780",41,1908.57706118913,1,28,"Mouth"
"6782",57,2220.64060037519,1,28,"Mouth"
"6783",89,2236.3215369005,1,28,"Mouth"
"6785",24,804.588954433711,1,28,"Mouth"
"6786",54,2188.55898630864,1,28,"Mouth"
"6787",23,1700.46094760983,1,28,"Mouth"
"6788",74,2044.62481332303,1,28,"Mouth"
"6789",40,3380.54795964854,1,28,"Mouth"
"6790",90,2280.52459678293,1,28,"Mouth"
"6791",42,2312.69676267766,1,28,"Mouth"
"6792",10,1060.7586271326,1,28,"Mouth"
"6793",81,1964.54215051199,1,28,"Mouth"
"6794",14,3156.31729894812,1,28,"Mouth"
"6795",44,1164.53371585521,1,28,"Mouth"
"6796",38,1940.48829923122,1,28,"Mouth"
"6797",26,1608.5719222865,1,28,"Mouth"
"6798",80,1664.41856251549,1,28,"Mouth"
"6799",58,1208.62168297754,1,28,"Mouth"
"6800",82,2176.59405810264,1,28,"Mouth"
"6801",55,1196.83756369704,1,28,"Mouth"
"6802",64,1340.43840406594,1,28,"Mouth"
"6804",59,1028.88454033018,1,28,"Mouth"
"6805",62,1292.55303152604,1,28,"Mouth"
"6806",35,808.373520969326,1,28,"Mouth"
"6807",66,3468.64617192477,1,28,"Mouth"
"6808",61,1416.47808673588,1,28,"Mouth"
"6809",17,684.435966726596,1,28,"Mouth"
"6810",5,896.341257292079,1,28,"Mouth"
"6811",12,2240.35359692789,1,28,"Mouth"
"6812",84,2316.31598769309,1,28,"Mouth"
"6813",1,2008.50244765024,1,28,"Mouth"
"6814",8,2344.75382979508,1,28,"Mouth"
"6815",13,644.808001150523,1,28,"Mouth"
"6816",25,3240.39397432352,1,28,"Mouth"
"6818",67,2784.45670622023,1,28,"Mouth"
"6819",16,764.727092122484,1,28,"Mouth"
"6820",56,2004.59005473749,1,28,"Mouth"
"6821",52,924.848571881739,1,28,"Mouth"
"6822",18,2020.47884633794,1,28,"Mouth"
"6823",30,3096.45991561774,1,28,"Mouth"
"6825",60,804.918199904932,1,28,"Mouth"
"6826",15,2320.50174433243,1,28,"Mouth"
"6827",76,1676.36931051675,1,28,"Mouth"
"6828",51,1032.74521383355,1,28,"Mouth"
"6829",19,1360.44526323894,1,28,"Mouth"
"6830",88,1052.69584840426,1,28,"Mouth"
"6831",70,1096.73887795725,1,28,"Mouth"
"6832",83,764.656927913165,1,28,"Mouth"
"6833",53,876.813704169763,1,28,"Mouth"
"6835",87,3340.39082421805,1,28,"Mouth"
"6836",37,768.675207727938,1,28,"Mouth"
"6837",73,1792.26614279469,1,28,"Mouth"
"6838",34,856.632577313576,1,28,"Mouth"
"6839",63,1656.91947334926,1,28,"Mouth"
"6841",56,809.439030479552,1,29,"Control"
"6842",33,1000.47344664563,1,29,"Control"
"6843",68,1056.74896671917,1,29,"Control"
"6844",12,1224.44619598537,1,29,"Control"
"6845",44,1376.51475849998,1,29,"Control"
"6846",58,1380.54304115212,1,29,"Control"
"6847",29,1316.61176993657,1,29,"Control"
"6848",39,932.504419259203,1,29,"Control"
"6849",64,1900.55274796396,1,29,"Control"
"6850",8,912.448126349773,1,29,"Control"
